tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,via_tran,mot_viam,cont_res,cont_nac,cont_prod,pais_prod,pais_res,jef_migr,edad
Salida,Ecuatorianos,2022,12,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,1,42
Entrada,Ecuatorianos,2022,5,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,30
Entrada,Ecuatorianos,2022,4,21,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,50
Entrada,Ecuatorianos,2022,9,12,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,41
Entrada,Ecuatorianos,2022,4,11,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,36
Salida,Ecuatorianos,2022,7,25,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,12,43
Salida,Ecuatorianos,2022,12,18,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,48
Salida,Ecuatorianos,2022,7,15,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,31
Entrada,Ecuatorianos,2022,10,8,Hombre,ECUADOR,Vía Aérea,Residencia,Oceanía,América,Oceanía,NUEVA ZELANDIA NEW ZEALAND,NUEVA ZELANDIA NEW ZEALAND,12,40
Salida,Ecuatorianos,2022,4,16,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,43
Salida,Ecuatorianos,2022,12,25,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,12,39
Salida,Ecuatorianos,2022,4,20,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,PANAMA PANAMA,12,33
Entrada,Ecuatorianos,2022,6,8,Hombre,ECUADOR,Vía Aérea,Eventos,Europa,América,Europa,ESPAÑA,ESPAÑA,12,15
Entrada,Ecuatorianos,2022,5,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,72
Entrada,Ecuatorianos,2022,7,4,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,54
Salida,Ecuatorianos,2022,8,11,Mujer,ECUADOR,Vía Aérea,Turismo,Europa,América,Europa,ALEMANIA (UNIDAD ALEMANA) GERMANY,ALEMANIA (UNIDAD ALEMANA) GERMANY,12,44
Salida,Ecuatorianos,2022,5,19,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,65
Salida,Ecuatorianos,2022,8,23,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,1,6
Entrada,Ecuatorianos,2022,11,1,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,65
Salida,Ecuatorianos,2022,8,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,11
Salida,Ecuatorianos,2022,7,29,Mujer,ECUADOR,Vía Terrestre,Otros,América,América,América,PERU PERU,ECUADOR,9,65
Entrada,Ecuatorianos,2022,6,11,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,ARGENTINA,ARGENTINA,12,51
Entrada,Ecuatorianos,2022,9,28,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,49
Salida,Ecuatorianos,2022,6,22,Mujer,ECUADOR,Vía Aérea,Negocios,América,América,América,COLOMBIA,ECUADOR,1,24
Salida,Ecuatorianos,2022,7,13,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,6
Salida,Ecuatorianos,2022,7,4,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,36
Entrada,Ecuatorianos,2022,8,4,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,47
Salida,Ecuatorianos,2022,7,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COSTA RICA,ECUADOR,1,34
Salida,Ecuatorianos,2022,5,31,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,50
Entrada,Ecuatorianos,2022,9,29,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,48
Salida,Ecuatorianos,2022,5,31,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,32
Entrada,Ecuatorianos,2022,7,2,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,20
Salida,Ecuatorianos,2022,5,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,REPUBLICA DOMINICANA DOMINICAN RP,ECUADOR,12,38
Entrada,Ecuatorianos,2022,9,3,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,43
Salida,Ecuatorianos,2022,10,10,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,26
Salida,Ecuatorianos,2022,4,29,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,COLOMBIA,ECUADOR,1,41
Salida,Ecuatorianos,2022,4,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,1,39
Entrada,Ecuatorianos,2022,5,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,52
Entrada,Ecuatorianos,2022,10,22,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,19,50
Salida,Ecuatorianos,2022,12,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ITALIA ITALY,ECUADOR,1,41
Salida,Ecuatorianos,2022,4,18,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,Europa,PORTUGAL PORTUGAL,ECUADOR,1,29
Salida,Ecuatorianos,2022,1,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,40
Salida,Ecuatorianos,2022,2,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,11
Salida,Ecuatorianos,2022,10,7,Mujer,ECUADOR,Vía Terrestre,Otros,América,América,América,PERU PERU,ECUADOR,9,26
Salida,Ecuatorianos,2022,12,30,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,16
Salida,Ecuatorianos,2022,11,17,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Asia,QATAR QATAR,ECUADOR,12,36
Salida,Ecuatorianos,2022,3,14,Hombre,ECUADOR,Vía Terrestre,Turismo,Europa,América,América,COLOMBIA,ESPAÑA,11,35
Salida,Ecuatorianos,2022,1,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,14
Salida,Ecuatorianos,2022,12,18,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,27
Entrada,Ecuatorianos,2022,12,14,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,53
Entrada,Ecuatorianos,2022,5,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,12,17
Salida,Ecuatorianos,2022,2,4,Hombre,ECUADOR,Vía Terrestre,Otros,América,América,América,PERU PERU,ECUADOR,9,27
Entrada,Ecuatorianos,2022,8,21,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,31
Entrada,Ecuatorianos,2022,12,5,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,HONDURAS HONDURAS,ECUADOR,12,22
Salida,Ecuatorianos,2022,4,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,33
Salida,Ecuatorianos,2022,6,8,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,12,26
Salida,Ecuatorianos,2022,11,18,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,28
Entrada,Ecuatorianos,2022,4,21,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,53
Entrada,Ecuatorianos,2022,6,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,65
Salida,Ecuatorianos,2022,3,23,Hombre,ECUADOR,Vía Aérea,Otros,América,América,América,CHILE,ECUADOR,1,10
Entrada,Ecuatorianos,2022,2,4,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,28
Salida,Ecuatorianos,2022,8,12,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,BOLIVIA BOLIVIA,ECUADOR,1,33
Salida,Ecuatorianos,2022,8,18,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,16
Salida,Ecuatorianos,2022,3,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,60
Salida,Ecuatorianos,2022,11,18,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,EL SALVADOR,ECUADOR,1,1
Entrada,Ecuatorianos,2022,10,11,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,48
Entrada,Ecuatorianos,2022,11,27,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,18,48
Entrada,Ecuatorianos,2022,2,10,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,50
Salida,Ecuatorianos,2022,3,20,Mujer,ECUADOR,Vía Aérea,Negocios,América,América,América,PERU PERU,ECUADOR,1,41
Salida,Ecuatorianos,2022,10,1,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,Europa,ESPAÑA,ECUADOR,12,19
Entrada,Ecuatorianos,2022,1,20,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,84
Salida,Ecuatorianos,2022,12,12,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,35
Entrada,Ecuatorianos,2022,4,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,27
Entrada,Ecuatorianos,2022,6,16,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,47
Salida,Ecuatorianos,2022,5,25,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,26
Salida,Ecuatorianos,2022,7,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,16
Entrada,Ecuatorianos,2022,11,12,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,32
Entrada,Ecuatorianos,2022,6,10,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,42
Entrada,Ecuatorianos,2022,4,18,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,12
Salida,Ecuatorianos,2022,9,14,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,58
Entrada,Ecuatorianos,2022,4,13,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,77
Salida,Ecuatorianos,2022,6,6,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,25
Salida,Ecuatorianos,2022,10,17,Hombre,ECUADOR,Vía Aérea,Negocios,América,América,América,COLOMBIA,ECUADOR,1,50
Salida,Ecuatorianos,2022,8,21,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,47
Salida,Ecuatorianos,2022,3,21,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,Europa,SUIZA SWITZERLAND,ECUADOR,1,15
Salida,Ecuatorianos,2022,12,17,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,42
Entrada,Ecuatorianos,2022,9,22,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,79
Salida,Ecuatorianos,2022,4,21,Hombre,ECUADOR,Vía Aérea,Eventos,América,América,América,ARGENTINA,ECUADOR,12,35
Entrada,Ecuatorianos,2022,12,21,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,MEXICO MEXICO,ECUADOR,12,28
Entrada,Ecuatorianos,2022,6,29,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,Europa,ESPAÑA,ESTADOS UNIDOS USA,12,37
Entrada,Ecuatorianos,2022,6,5,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,49
Entrada,Ecuatorianos,2022,11,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,42
Entrada,Ecuatorianos,2022,2,2,Mujer,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,ITALIA ITALY,ITALIA ITALY,12,74
Entrada,Ecuatorianos,2022,4,8,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,58
Salida,Ecuatorianos,2022,2,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,42
Salida,Ecuatorianos,2022,9,8,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,25
Salida,Ecuatorianos,2022,6,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,BRASIL BRAZIL,ECUADOR,1,32
Salida,Ecuatorianos,2022,3,26,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,8
Salida,Ecuatorianos,2022,1,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,31
Salida,Ecuatorianos,2022,12,26,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,61
Salida,Ecuatorianos,2022,4,21,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,23
Salida,Ecuatorianos,2022,11,28,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,25
Salida,Ecuatorianos,2022,10,14,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,26
Salida,Ecuatorianos,2022,4,30,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,HONDURAS HONDURAS,HONDURAS HONDURAS,12,20
Salida,Ecuatorianos,2022,8,13,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,38
Salida,Ecuatorianos,2022,3,28,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,57
Salida,Ecuatorianos,2022,3,20,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,MEXICO MEXICO,ECUADOR,1,29
Entrada,Ecuatorianos,2022,9,25,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,60
Salida,Ecuatorianos,2022,10,23,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,39
Entrada,Ecuatorianos,2022,11,13,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,8
Salida,Ecuatorianos,2022,6,15,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,45
Salida,Ecuatorianos,2022,8,16,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,43
Salida,Ecuatorianos,2022,11,2,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,34
Entrada,Ecuatorianos,2022,12,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Asia,INDIA INDIA,ECUADOR,12,30
Salida,Ecuatorianos,2022,3,5,Hombre,ECUADOR,Vía Terrestre,Otros,América,América,América,PERU PERU,ECUADOR,9,40
Salida,Ecuatorianos,2022,2,27,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,45
Salida,Ecuatorianos,2022,4,7,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,1,20
Entrada,Ecuatorianos,2022,11,6,Hombre,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,26
Entrada,Ecuatorianos,2022,12,21,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,PERU PERU,1,50
Entrada,Ecuatorianos,2022,3,30,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,42
Entrada,Ecuatorianos,2022,7,23,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,28
Salida,Ecuatorianos,2022,11,3,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,54
Salida,Ecuatorianos,2022,6,1,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,CHILE,CHILE,1,65
Entrada,Ecuatorianos,2022,8,12,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,55
Entrada,Ecuatorianos,2022,9,28,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,37
Salida,Ecuatorianos,2022,6,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,69
Entrada,Ecuatorianos,2022,11,29,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,"REINO UNIDO (de GRAN BRETAÑA: ESCOCIA; GALES, INGLATERRA E IRLANDA DEL NORTE) UK",ECUADOR,1,63
Salida,Ecuatorianos,2022,5,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,64
Salida,Ecuatorianos,2022,1,15,Hombre,ECUADOR,Vía Aérea,Residencia,Europa,América,Europa,PAISES BAJOS ( ISLA CURAZAO; HOLANDA; ZELANDA) NETHERLANDS,PAISES BAJOS ( ISLA CURAZAO; HOLANDA; ZELANDA) NETHERLANDS,12,24
Entrada,Ecuatorianos,2022,12,8,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,PERU PERU,ECUADOR,9,19
Salida,Ecuatorianos,2022,4,19,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COSTA RICA,ECUADOR,1,34
Salida,Ecuatorianos,2022,7,31,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,43
Entrada,Ecuatorianos,2022,7,28,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,40
Entrada,Ecuatorianos,2022,10,19,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PANAMA PANAMA,ECUADOR,12,37
Entrada,Ecuatorianos,2022,5,29,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,26
Entrada,Ecuatorianos,2022,11,14,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,56
Entrada,Ecuatorianos,2022,12,30,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,FINLANDIA,ECUADOR,12,30
Salida,Ecuatorianos,2022,4,15,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ESTADOS UNIDOS USA,9,84
Salida,Ecuatorianos,2022,12,10,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,51
Salida,Ecuatorianos,2022,4,7,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,77
Salida,Ecuatorianos,2022,11,22,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,35
Salida,Ecuatorianos,2022,3,7,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,23
Salida,Ecuatorianos,2022,11,30,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,COLOMBIA,ECUADOR,11,34
Salida,Ecuatorianos,2022,11,4,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,30
Salida,Ecuatorianos,2022,9,13,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,NICARAGUA NICARAGUA,ECUADOR,1,41
Salida,Ecuatorianos,2022,9,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,38
Entrada,Ecuatorianos,2022,8,12,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,36
Salida,Ecuatorianos,2022,1,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PERU PERU,ECUADOR,12,40
Salida,Ecuatorianos,2022,4,22,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,42
Salida,Ecuatorianos,2022,5,1,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,68
Entrada,Ecuatorianos,2022,8,3,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,PARAGUAY PARAGUAY,ECUADOR,1,66
Entrada,Ecuatorianos,2022,9,18,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,67
Entrada,Ecuatorianos,2022,2,12,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,52
Salida,Ecuatorianos,2022,9,10,Mujer,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,60
Salida,Ecuatorianos,2022,2,23,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,7
Salida,Ecuatorianos,2022,11,13,Hombre,ECUADOR,Vía Terrestre,Eventos,América,América,América,COLOMBIA,ECUADOR,11,30
Salida,Ecuatorianos,2022,4,30,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,59
Salida,Ecuatorianos,2022,1,14,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,39
Salida,Ecuatorianos,2022,8,23,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,PANAMA PANAMA,ECUADOR,12,65
Entrada,Ecuatorianos,2022,6,25,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,29
Salida,Ecuatorianos,2022,7,2,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,1,8
Entrada,Ecuatorianos,2022,10,18,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,Europa,ESPAÑA,ECUADOR,12,49
Entrada,Ecuatorianos,2022,3,20,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,22
Salida,Ecuatorianos,2022,2,5,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,32
Salida,Ecuatorianos,2022,5,22,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,28
Salida,Ecuatorianos,2022,4,1,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,31
Entrada,Ecuatorianos,2022,6,29,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,1,33
Entrada,Ecuatorianos,2022,3,31,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,1,54
Entrada,Ecuatorianos,2022,8,27,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,PERU PERU,ECUADOR,1,55
Salida,Ecuatorianos,2022,2,27,Mujer,ECUADOR,Vía Aérea,Eventos,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,36
Salida,Ecuatorianos,2022,3,24,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,12,33
Entrada,Ecuatorianos,2022,7,7,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,COLOMBIA,ECUADOR,12,51
Salida,Ecuatorianos,2022,11,13,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,30
Salida,Ecuatorianos,2022,6,24,Mujer,ECUADOR,Vía Aérea,Estudios,América,América,América,ARGENTINA,ECUADOR,1,28
Entrada,Ecuatorianos,2022,10,8,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ARGENTINA,ECUADOR,1,59
Entrada,Ecuatorianos,2022,9,23,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,25
Salida,Ecuatorianos,2022,11,12,Hombre,ECUADOR,Vía Terrestre,Turismo,América,América,América,PERU PERU,ECUADOR,9,24
Salida,Ecuatorianos,2022,3,21,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,43
Entrada,Ecuatorianos,2022,12,28,Mujer,ECUADOR,Vía Terrestre,Residencia,América,América,América,COLOMBIA,ECUADOR,11,6
Entrada,Ecuatorianos,2022,5,6,Hombre,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ESTADOS UNIDOS USA,12,57
Entrada,Ecuatorianos,2022,9,17,Mujer,ECUADOR,Vía Aérea,Residencia,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,62
Salida,Ecuatorianos,2022,11,15,Mujer,ECUADOR,Vía Aérea,Turismo,América,América,América,COLOMBIA,ECUADOR,1,30
Salida,Ecuatorianos,2022,10,24,Hombre,ECUADOR,Vía Aérea,Turismo,América,América,América,ESTADOS UNIDOS USA,ECUADOR,12,26
